age_difference;same_gender;setting;frequency;initiator;help;other_age;other_gender;role;hierarchy;rel_quality;geo_distance;years_known;depth_acquaintance;contact_freq;shared_interests;formality_level;Sociality
3;1;work;occasional;other;giving;37;Male;friend;None;0;far;>10 years;2;1;2;1;4
16;0;work;regular;none;neither;50;Female;supervisor;Higher;1;close;2-5 years;2;1;3;3;5
35;0;family;regular;none;neither;69;Female;parent;Higher;1;v-close;>10 years;4;4;2;1;5
35;0;family;occasional;other;neither;69;Female;parent;Higher;1;v-close;>10 years;4;4;2;1;4
16;0;sport;regular;none;neither;50;Female;supervisor;Higher;1;close;2-5 years;2;1;3;3;5
-1;1;sport;occasional;other;neither;33;Male;friend;None;1;v-far;>10 years;3;4;3;1;4
16;0;casual;regular;none;neither;50;Female;supervisor;Higher;1;close;2-5 years;2;1;3;3;5
3;1;casual;occasional;other;giving;37;Male;friend;None;0;far;>10 years;2;1;2;1;4
7;0;work;occasional;you;receiving;28;Female;supervisor;Higher;1;v-close;<2 years;2;1;1;2;5
-4;1;family;regular;none;neither;17;Male;sibling;None;-1;v-close;>10 years;3;1;4;1;4
-4;1;family;occasional;you;neither;17;Male;sibling;None;-1;v-close;>10 years;3;1;4;1;3
-4;1;family;occasional;other;neither;17;Male;sibling;None;-1;v-close;>10 years;3;1;4;1;3
7;0;sport;regular;none;neither;28;Female;supervisor;Higher;1;v-close;<2 years;2;1;1;2;3
9;1;sport;occasional;other;neither;30;Male;neighbour;None;-1;v-close;<2 years;2;2;2;1;4
-1;1;casual;occasional;you;receiving;20;Male;friend;None;-2;v-far;5-10 years;4;1;1;1;1
9;1;casual;occasional;other;giving;30;Male;neighbour;None;-1;v-close;<2 years;2;2;2;1;4
-22;1;work;occasional;other;giving;34;Female;coWorker;Lower;-1;v-close;>10 years;5;4;2;2;2
14;0;work;occasional;you;receiving;70;Male;supervisor;Higher;0;v-close;>10 years;4;5;2;3;1
-22;1;work;regular;none;neither;34;Female;coWorker;Lower;-1;v-close;>10 years;5;4;2;2;5
1;0;family;occasional;you;neither;57;Male;partner;None;0;v-close;>10 years;5;5;3;1;5
-24;1;sport;occasional;other;neither;32;Female;friend;None;2;v-close;>10 years;5;5;5;1;1
-22;1;casual;regular;none;neither;34;Female;coWorker;Lower;-1;v-close;>10 years;5;4;2;2;6
14;0;casual;occasional;you;receiving;70;Male;supervisor;Higher;0;v-close;>10 years;4;5;2;3;5
14;0;casual;occasional;other;giving;70;Male;supervisor;Higher;0;v-close;>10 years;4;5;2;3;5
-1;1;work;regular;none;neither;56;Male;coWorker;None;-1;v-close;>10 years;4;5;3;1;6
-39;1;family;regular;none;neither;18;Male;child;None;2;v-far;>10 years;5;5;3;1;6
-39;1;family;occasional;you;neither;18;Male;child;None;2;v-far;>10 years;5;5;3;1;6
-39;1;family;occasional;other;neither;18;Male;child;None;2;v-far;>10 years;5;5;3;1;5
-2;1;sport;regular;none;neither;55;Male;friend;None;1;v-close;>10 years;2;2;3;1;6
3;0;sport;occasional;other;neither;60;Female;supervisor;Higher;1;v-close;>10 years;4;5;2;3;4
-2;1;casual;regular;none;neither;55;Male;friend;None;1;v-close;>10 years;2;2;3;1;5
3;0;casual;occasional;other;giving;60;Female;supervisor;Higher;1;v-close;>10 years;4;5;2;3;4
-4;1;work;occasional;other;giving;33;Male;friend;None;-2;v-far;>10 years;4;2;2;1;3
18;1;work;occasional;you;receiving;55;Male;supervisor;Higher;1;close;<2 years;3;3;2;4;3
-1;0;family;occasional;you;neither;36;Female;partner;None;2;v-close;>10 years;5;5;4;1;5
-1;0;family;occasional;other;neither;36;Female;partner;None;2;v-close;>10 years;5;5;4;1;3
18;1;casual;regular;none;neither;55;Male;supervisor;Higher;1;close;<2 years;3;3;2;4;4
-9;0;casual;occasional;you;receiving;28;Female;groupMember;None;1;v-close;2-5 years;2;3;3;2;5
18;1;casual;occasional;other;giving;55;Male;supervisor;Higher;1;close;<2 years;3;3;2;4;4
-1;1;casual;occasional;none;neither;36;Male;friend;None;2;v-far;>10 years;4;3;4;1;5
0;1;work;occasional;other;giving;28;Male;friend;None;0;v-close;<2 years;2;2;2;1;4
29;1;family;regular;none;neither;57;Male;parent;Higher;1;v-far;>10 years;4;3;3;2;4
29;1;family;occasional;you;neither;57;Male;parent;Higher;1;v-far;>10 years;4;3;3;2;5
29;1;family;occasional;other;neither;57;Male;parent;Higher;1;v-far;>10 years;4;3;3;2;4
-3;1;sport;regular;none;neither;25;Male;supervisor;Higher;1;v-close;<2 years;2;2;2;2;5
0;1;casual;occasional;you;receiving;28;Male;other;None;-1;v-far;>10 years;2;1;2;1;5
-3;1;casual;occasional;other;giving;25;Male;supervisor;Higher;1;v-close;<2 years;2;2;2;2;4
0;1;casual;occasional;none;neither;28;Male;friend;None;0;v-close;<2 years;2;2;2;1;4
-4;1;work;occasional;you;receiving;37;Female;supervisor;Higher;2;v-close;>10 years;4;3;3;1;6
-4;1;work;regular;none;neither;37;Female;supervisor;Higher;2;v-close;>10 years;4;3;3;1;6
0;0;family;occasional;you;neither;41;Male;partner;None;2;v-close;>10 years;2;5;4;2;6
0;0;family;occasional;other;neither;41;Male;partner;None;2;v-close;>10 years;2;5;4;2;5
1;1;sport;occasional;other;neither;42;Female;other;None;-1;v-close;>10 years;5;2;5;1;2
-5;1;casual;regular;none;neither;36;Female;friend;None;2;v-far;5-10 years;4;4;4;1;4
-5;1;casual;occasional;you;receiving;36;Female;friend;None;2;v-far;5-10 years;4;4;4;1;6
-5;1;casual;occasional;other;giving;36;Female;friend;None;2;v-far;5-10 years;4;4;4;1;2
9;0;work;occasional;other;giving;30;Female;supervisor;Higher;0;v-close;2-5 years;2;3;1;4;4
9;0;work;regular;none;neither;30;Female;supervisor;Higher;0;v-close;2-5 years;2;3;1;4;6
-6;1;family;occasional;you;neither;15;Male;sibling;Lower;0;v-close;>10 years;3;4;3;1;3
-6;1;family;occasional;other;neither;15;Male;sibling;Lower;0;v-close;>10 years;3;4;3;1;3
2;1;sport;regular;none;neither;23;Male;friend;None;-1;v-far;2-5 years;3;2;2;1;5
2;1;sport;occasional;other;neither;23;Male;friend;None;-1;v-far;2-5 years;3;2;2;1;5
-4;1;casual;occasional;you;receiving;17;Male;groupMember;None;0;v-far;5-10 years;1;1;2;1;2
9;0;casual;occasional;none;neither;30;Female;supervisor;Higher;0;v-close;2-5 years;2;3;1;4;4
-10;0;work;occasional;you;receiving;55;Female;supervisor;Higher;1;v-close;>10 years;2;1;2;3;4
-23;0;work;regular;none;neither;42;Female;coWorker;Lower;1;v-close;5-10 years;2;1;2;4;4
1;0;family;occasional;you;neither;66;Female;partner;None;2;v-close;>10 years;5;5;4;5;5
1;0;family;occasional;other;neither;66;Female;partner;None;2;v-close;>10 years;5;5;4;5;3
-23;0;sport;regular;none;neither;42;Female;coWorker;Lower;1;v-close;5-10 years;2;1;2;4;6
4;1;sport;occasional;other;neither;69;Male;friend;Lower;2;v-close;>10 years;4;1;4;3;4
-23;0;casual;occasional;other;giving;42;Female;coWorker;Lower;1;v-close;5-10 years;2;1;2;4;4
-23;0;casual;occasional;none;neither;42;Female;coWorker;Lower;1;v-close;5-10 years;2;1;2;4;5
13;1;work;occasional;other;giving;35;Female;supervisor;Higher;-1;v-close;<2 years;2;4;;4;3
13;1;work;occasional;you;receiving;35;Female;supervisor;Higher;-1;v-close;<2 years;2;4;;4;4
33;0;family;regular;none;neither;55;Male;parent;None;2;v-close;>10 years;4;4;3;1;6
33;0;family;occasional;you;neither;55;Male;parent;None;2;v-close;>10 years;4;4;3;1;6
13;1;casual;regular;none;neither;35;Female;supervisor;Higher;-1;v-close;<2 years;2;4;;4;6
1;0;casual;occasional;you;receiving;23;Male;other;None;-2;close;2-5 years;4;1;3;1;6
13;1;casual;occasional;other;giving;35;Female;supervisor;Higher;-1;v-close;<2 years;2;4;;4;5
13;1;casual;occasional;none;neither;35;Female;supervisor;Higher;-1;v-close;<2 years;2;4;;4;5
10;0;work;occasional;other;giving;34;Male;supervisor;Higher;1;far;2-5 years;2;1;2;2;2
10;0;work;occasional;you;receiving;34;Male;supervisor;Higher;1;far;2-5 years;2;1;2;2;6
10;0;work;regular;none;neither;34;Male;supervisor;Higher;1;far;2-5 years;2;1;2;2;5
-5;0;family;regular;none;neither;19;Female;sibling;None;1;far;>10 years;5;3;2;1;5
-4;0;sport;regular;none;neither;20;Female;groupMember;None;-1;v-far;<2 years;2;1;2;1;6
10;0;sport;occasional;other;neither;34;Male;supervisor;Higher;1;far;2-5 years;2;1;2;2;3
-4;0;casual;occasional;you;receiving;20;Female;groupMember;None;-1;v-far;<2 years;2;1;2;1;2
-2;0;casual;occasional;other;giving;22;Male;friend;None;2;v-far;2-5 years;5;3;4;1;2
12;1;work;occasional;other;giving;49;Female;friend;None;2;v-close;5-10 years;5;4;4;1;3
3;0;work;occasional;you;receiving;40;Male;supervisor;Higher;1;v-close;<2 years;2;2;2;4;3
3;0;work;regular;none;neither;40;Male;supervisor;Higher;1;v-close;<2 years;2;2;2;4;6
2;0;family;regular;none;neither;39;Male;partner;None;2;v-close;2-5 years;5;5;5;2;6
12;1;sport;regular;none;neither;49;Female;friend;None;2;v-close;5-10 years;5;4;4;1;6
-6;1;sport;occasional;other;neither;31;Female;friend;None;1;v-close;<2 years;1;1;2;2;6
3;0;casual;occasional;you;receiving;40;Male;supervisor;Higher;1;v-close;<2 years;2;2;2;4;5
-6;1;casual;occasional;none;neither;31;Female;friend;None;1;v-close;<2 years;1;1;2;2;3
1;1;work;occasional;other;giving;23;Male;friend;None;1;v-close;5-10 years;5;2;4;1;2
16;0;work;occasional;you;receiving;38;Female;supervisor;Higher;0;v-close;<2 years;1;1;1;4;2
38;0;family;regular;none;neither;60;Female;parent;Higher;1;v-close;>10 years;5;4;2;2;6
38;0;family;occasional;other;neither;60;Female;parent;Higher;1;v-close;>10 years;5;4;2;2;5
3;1;casual;regular;none;neither;25;Male;friend;None;-1;v-close;<2 years;2;2;2;1;5
3;1;casual;occasional;you;receiving;25;Male;friend;None;-1;v-close;<2 years;2;2;2;1;3
16;0;casual;occasional;other;giving;38;Female;supervisor;Higher;0;v-close;<2 years;1;1;1;4;4
1;1;casual;occasional;none;neither;23;Male;friend;None;0;close;<2 years;2;1;2;2;4
7;1;work;occasional;other;giving;35;Female;friend;None;0;v-close;<2 years;2;2;4;2;5
10;0;work;regular;none;neither;38;Male;supervisor;Higher;1;v-close;<2 years;3;3;3;3;4
-2;0;family;regular;none;neither;26;Male;sibling;None;1;far;>10 years;5;4;3;4;5
-2;0;family;occasional;you;neither;26;Male;sibling;None;1;far;>10 years;5;4;3;4;5
-5;1;sport;regular;none;neither;23;Female;friend;None;2;far;2-5 years;5;5;5;5;6
7;1;sport;occasional;other;neither;35;Female;friend;None;0;v-close;<2 years;2;2;4;2;4
-5;1;casual;occasional;other;giving;23;Female;friend;None;2;far;2-5 years;5;5;5;5;1
10;0;casual;occasional;none;neither;38;Male;supervisor;Higher;1;v-close;<2 years;3;3;3;3;6
25;1;work;occasional;other;giving;50;Female;supervisor;Higher;1;close;<2 years;3;3;2;3;4
25;1;work;regular;none;neither;50;Female;supervisor;Higher;1;close;<2 years;3;3;2;3;5
-3;0;family;regular;none;neither;22;Male;sibling;None;1;v-close;>10 years;5;4;3;1;5
-3;0;family;occasional;other;neither;22;Male;sibling;None;1;v-close;>10 years;5;4;3;1;4
-4;1;sport;regular;none;neither;21;Female;friend;None;1;v-close;<2 years;2;2;2;3;5
25;1;casual;regular;none;neither;50;Female;supervisor;Higher;1;close;<2 years;3;3;2;3;4
-3;0;casual;occasional;you;receiving;22;Other;friend;None;2;close;2-5 years;4;4;4;1;4
-4;1;casual;occasional;none;neither;21;Female;friend;None;1;v-close;<2 years;2;2;2;3;5
1;1;work;occasional;you;receiving;26;Female;supervisor;Higher;1;v-close;<2 years;3;4;3;3;5
1;1;work;regular;none;neither;26;Female;supervisor;Higher;1;v-close;<2 years;3;4;3;3;6
8;1;family;regular;none;neither;33;Female;sibling;Higher;2;v-close;>10 years;5;5;5;1;6
8;1;family;occasional;other;neither;33;Female;sibling;Higher;2;v-close;>10 years;5;5;5;1;5
1;1;sport;regular;none;neither;26;Female;friend;None;-1;v-far;5-10 years;3;1;2;1;6
0;1;casual;regular;none;neither;25;Female;friend;None;1;v-close;5-10 years;4;4;5;1;5
1;1;casual;occasional;other;giving;26;Female;friend;None;-1;v-far;5-10 years;3;1;2;1;4
1;1;casual;occasional;none;neither;26;Female;friend;None;-1;v-far;5-10 years;3;1;2;1;4
-15;0;work;occasional;other;giving;22;Female;other;None;1;v-close;<2 years;2;2;2;3;4
35;1;family;regular;none;neither;72;Male;parent;Higher;1;v-far;>10 years;4;3;3;3;6
35;1;family;occasional;you;neither;72;Male;parent;Higher;1;v-far;>10 years;4;3;3;3;4
35;1;family;occasional;other;neither;72;Male;parent;Higher;1;v-far;>10 years;4;3;3;3;4
-15;0;sport;occasional;other;neither;22;Female;other;None;1;v-close;<2 years;2;2;2;3;6
8;1;casual;regular;none;neither;45;Male;supervisor;Higher;0;v-close;5-10 years;2;2;3;3;6
3;1;casual;occasional;you;receiving;40;Male;friend;None;2;v-far;>10 years;4;4;4;1;4
8;1;casual;occasional;none;neither;45;Male;supervisor;Higher;0;v-close;5-10 years;2;2;3;3;6
4;1;work;occasional;other;giving;38;Male;groupMember;None;-1;v-far;5-10 years;3;2;3;2;4
7;1;family;regular;none;neither;41;Male;sibling;None;1;close;>10 years;4;3;3;2;4
7;1;family;occasional;you;neither;41;Male;sibling;None;1;close;>10 years;4;3;3;2;4
7;1;family;occasional;other;neither;41;Male;sibling;None;1;close;>10 years;4;3;3;2;4
15;1;sport;occasional;other;neither;49;Male;supervisor;Higher;1;v-close;2-5 years;3;4;3;3;3
-3;1;casual;regular;none;neither;31;Male;groupMember;None;1;v-close;<2 years;2;1;2;1;4
-3;1;casual;occasional;other;giving;31;Male;groupMember;None;1;v-close;<2 years;2;1;2;1;4
-3;1;casual;occasional;none;neither;31;Male;groupMember;None;1;v-close;<2 years;2;1;2;1;5
3;0;work;occasional;other;giving;37;Male;friend;None;1;v-close;2-5 years;2;2;3;1;4
11;1;work;occasional;you;receiving;45;Female;supervisor;Higher;0;v-close;5-10 years;3;3;2;4;2
11;1;work;regular;none;neither;45;Female;supervisor;Higher;0;v-close;5-10 years;3;3;2;4;3
-10;0;family;occasional;you;neither;24;Male;sibling;None;1;v-close;>10 years;3;3;3;1;4
16;1;sport;occasional;other;neither;50;Female;extendedFamily;None;-2;v-far;>10 years;2;1;2;1;4
16;1;casual;regular;none;neither;50;Female;extendedFamily;None;-2;v-far;>10 years;2;1;2;1;1
16;1;casual;occasional;you;receiving;50;Female;extendedFamily;None;-2;v-far;>10 years;2;1;2;1;2
11;1;casual;occasional;other;giving;45;Female;supervisor;Higher;0;v-close;5-10 years;3;3;2;4;1
7;1;work;occasional;you;receiving;55;Male;supervisor;Higher;1;close;>10 years;3;1;4;4;3
7;1;work;regular;none;neither;55;Male;supervisor;Higher;1;close;>10 years;3;1;4;4;6
-3;1;family;occasional;you;neither;45;Male;sibling;None;1;close;>10 years;5;4;3;1;6
-3;0;family;occasional;other;neither;45;Female;partner;None;-1;far;>10 years;4;4;2;1;5
17;1;sport;regular;none;neither;65;Male;friend;None;2;close;5-10 years;4;2;3;1;5
2;1;casual;occasional;you;receiving;50;Male;neighbour;None;0;v-close;<2 years;1;2;2;;6
17;1;casual;occasional;other;giving;65;Male;friend;None;2;close;5-10 years;4;2;3;1;5
7;1;casual;occasional;none;neither;55;Male;supervisor;Higher;1;close;>10 years;3;1;4;4;6
2;0;work;occasional;other;giving;25;Other;groupMember;None;0;v-close;<2 years;1;1;2;2;3
22;0;work;occasional;you;receiving;45;Female;supervisor;Higher;-1;v-close;<2 years;1;1;1;5;3
32;0;family;regular;none;neither;55;Female;parent;None;2;v-close;>10 years;5;5;3;1;4
32;0;family;occasional;you;neither;55;Female;parent;None;2;v-close;>10 years;5;5;3;1;3
1;1;sport;regular;none;neither;24;Male;other;None;-1;v-close;5-10 years;2;1;3;1;5
2;0;casual;regular;none;neither;25;Other;groupMember;None;0;v-close;<2 years;1;1;2;2;5
1;1;casual;occasional;you;receiving;24;Male;friend;None;2;v-close;>10 years;5;4;4;1;4
1;1;casual;occasional;other;giving;24;Male;friend;None;2;v-close;>10 years;5;4;4;1;5
-2;0;work;occasional;other;giving;40;Male;neighbour;None;0;v-close;>10 years;1;2;;3;4
3;0;work;regular;none;neither;45;Male;supervisor;Higher;1;v-close;5-10 years;3;3;2;4;6
4;0;family;regular;none;neither;46;Male;partner;None;2;v-close;>10 years;5;5;4;2;4
4;0;family;occasional;other;neither;46;Male;partner;None;2;v-close;>10 years;5;5;4;2;5
-2;0;sport;regular;none;neither;40;Male;neighbour;None;0;v-close;>10 years;1;2;;3;5
3;0;casual;regular;none;neither;45;Male;supervisor;Higher;1;v-close;5-10 years;3;3;2;4;5
11;1;casual;occasional;you;receiving;53;Female;friend;None;1;v-close;2-5 years;3;3;3;1;5
11;1;casual;occasional;none;neither;53;Female;friend;None;1;v-close;2-5 years;3;3;3;1;5
-13;0;work;regular;none;neither;42;Male;supervisor;Higher;0;v-close;5-10 years;3;2;1;5;5
-33;1;family;regular;none;neither;22;Female;child;None;2;v-close;>10 years;5;5;3;1;6
-33;1;family;occasional;you;neither;22;Female;child;None;2;v-close;>10 years;5;5;3;1;6
-33;1;family;occasional;other;neither;22;Female;child;None;2;v-close;>10 years;5;5;3;1;5
12;0;sport;regular;none;neither;67;Male;extendedFamily;None;0;v-far;>10 years;2;2;1;1;6
-13;0;casual;regular;none;neither;42;Male;supervisor;Higher;0;v-close;5-10 years;3;2;1;5;2
3;0;casual;occasional;you;receiving;58;Male;supervisor;Higher;-1;v-close;2-5 years;2;3;1;5;5
-13;0;casual;occasional;other;giving;42;Male;supervisor;Higher;0;v-close;5-10 years;3;2;1;5;3
-15;0;work;occasional;other;giving;35;Female;groupMember;None;1;v-close;<2 years;2;2;3;2;5
-25;0;family;regular;none;neither;25;Female;sibling;None;2;v-close;>10 years;5;4;3;3;6
-25;0;family;occasional;you;neither;25;Female;sibling;None;2;v-close;>10 years;5;4;3;3;6
-25;0;family;occasional;other;neither;25;Female;sibling;None;2;v-close;>10 years;5;4;3;3;1
-5;1;sport;regular;none;neither;45;Male;groupMember;None;-1;close;>10 years;3;2;3;2;6
-1;0;sport;occasional;other;neither;49;Female;supervisor;Higher;1;v-close;2-5 years;3;4;3;4;5
-1;0;casual;occasional;you;receiving;49;Female;supervisor;Higher;1;v-close;2-5 years;3;4;3;4;6
-5;0;casual;occasional;none;neither;45;Female;friend;None;2;v-close;5-10 years;4;3;3;3;6
19;0;work;occasional;you;receiving;43;Female;supervisor;Higher;-1;far;2-5 years;2;2;1;3;3
19;0;work;regular;none;neither;43;Female;supervisor;Higher;-1;far;2-5 years;2;2;1;3;4
1;1;family;occasional;you;neither;25;Male;sibling;Higher;-1;v-close;>10 years;2;1;2;1;4
1;1;family;occasional;other;neither;25;Male;sibling;Higher;-1;v-close;>10 years;2;1;2;1;3
19;0;sport;regular;none;neither;43;Female;supervisor;Higher;-1;far;2-5 years;2;2;1;3;3
19;0;sport;occasional;other;neither;43;Female;supervisor;Higher;-1;far;2-5 years;2;2;1;3;3
19;0;casual;occasional;other;giving;43;Female;supervisor;Higher;-1;far;2-5 years;2;2;1;3;4
0;1;casual;occasional;none;neither;24;Male;friend;Higher;0;close;2-5 years;2;2;3;2;2
21;0;work;occasional;other;giving;76;Male;neighbour;None;-1;v-close;2-5 years;2;2;;1;1
-15;0;work;occasional;you;receiving;40;Male;supervisor;Higher;1;close;>10 years;2;1;1;4;4
-15;0;work;regular;none;neither;40;Male;supervisor;Higher;1;close;>10 years;2;1;1;4;6
-1;1;family;occasional;you;neither;54;Female;extendedFamily;None;2;v-close;>10 years;5;5;4;1;6
-15;0;sport;regular;none;neither;40;Male;supervisor;Higher;1;close;>10 years;2;1;1;4;6
21;0;casual;regular;none;neither;76;Male;neighbour;None;-1;v-close;2-5 years;2;2;;1;4
5;1;casual;occasional;other;giving;60;Female;groupMember;None;0;v-close;2-5 years;1;2;;2;6
-1;1;casual;occasional;none;neither;54;Female;friend;None;2;v-close;>10 years;5;5;4;1;6
2;1;work;occasional;you;receiving;40;Female;supervisor;Higher;1;v-close;2-5 years;2;4;2;4;4
2;1;work;regular;none;neither;40;Female;supervisor;Higher;1;v-close;2-5 years;2;4;2;4;6
9;0;family;regular;none;neither;47;Male;partner;Lower;2;v-close;5-10 years;5;5;5;1;2
-10;0;family;occasional;other;neither;28;Male;sibling;None;-2;v-far;>10 years;4;2;2;1;5
7;0;sport;regular;none;neither;45;Male;extendedFamily;None;1;close;>10 years;2;2;2;2;5
7;0;sport;occasional;other;neither;45;Male;extendedFamily;None;1;close;>10 years;2;2;2;2;6
-2;1;casual;regular;none;neither;36;Female;friend;Higher;2;v-close;5-10 years;5;5;5;1;5
-2;1;casual;occasional;none;neither;36;Female;friend;Higher;2;v-close;5-10 years;5;5;5;1;6
8;1;work;occasional;other;giving;71;Female;friend;None;1;v-close;5-10 years;3;3;3;1;3
9;0;work;regular;none;neither;72;Male;supervisor;Higher;1;v-close;2-5 years;2;3;2;4;3
4;0;family;regular;none;neither;67;Male;partner;None;-1;v-close;>10 years;5;3;2;1;4
4;0;family;occasional;you;neither;67;Male;partner;None;-1;v-close;>10 years;5;3;2;1;4
8;1;sport;occasional;other;neither;71;Female;friend;None;1;v-close;5-10 years;3;3;3;1;5
-18;1;casual;regular;none;neither;45;Female;neighbour;None;0;v-close;2-5 years;2;2;;1;5
-18;1;casual;occasional;other;giving;45;Female;neighbour;None;0;v-close;2-5 years;2;2;;1;5
-18;1;casual;occasional;none;neither;45;Female;neighbour;None;0;v-close;2-5 years;2;2;;1;5
19;1;work;occasional;you;receiving;70;Female;supervisor;Higher;0;v-close;5-10 years;3;1;2;1;4
19;1;work;regular;none;neither;70;Female;supervisor;Higher;0;v-close;5-10 years;3;1;2;1;6
6;1;family;regular;none;neither;57;Female;sibling;None;2;v-close;>10 years;5;4;2;1;1
6;1;family;occasional;other;neither;57;Female;sibling;None;2;v-close;>10 years;5;4;2;1;4
19;0;sport;regular;none;neither;70;Male;neighbour;None;0;v-close;2-5 years;1;2;;1;6
-6;1;casual;regular;none;neither;45;Female;friend;None;2;v-close;>10 years;5;3;3;1;4
6;0;casual;occasional;you;receiving;57;Male;other;None;-1;v-close;5-10 years;5;1;3;1;6
6;0;casual;occasional;none;neither;57;Male;other;None;-1;v-close;5-10 years;5;1;3;1;4
13;1;work;occasional;other;giving;70;Male;friend;None;1;v-close;5-10 years;3;2;3;1;2
3;1;work;occasional;you;receiving;60;Male;supervisor;Higher;-1;close;>10 years;2;1;2;1;1
3;0;family;occasional;you;neither;60;Female;sibling;None;-1;v-far;>10 years;3;1;3;1;5
3;0;family;occasional;other;neither;60;Female;sibling;None;-1;v-far;>10 years;3;1;3;1;4
3;1;sport;occasional;other;neither;60;Male;supervisor;Higher;-1;close;>10 years;2;1;2;1;4
13;1;casual;regular;none;neither;70;Male;friend;None;1;v-close;5-10 years;3;2;3;1;4
3;0;casual;occasional;you;receiving;60;Female;neighbour;None;0;v-close;2-5 years;2;2;;1;4
3;1;casual;occasional;none;neither;60;Male;supervisor;Higher;-1;close;>10 years;2;1;2;1;4
-31;0;work;occasional;other;giving;29;Male;neighbour;None;-1;v-close;<2 years;3;3;1;2;3
17;0;work;regular;none;neither;77;Male;supervisor;Higher;1;v-close;5-10 years;3;4;2;4;6
15;0;family;regular;none;neither;75;Male;extendedFamily;Higher;2;v-far;>10 years;4;2;2;3;6
15;0;family;occasional;other;neither;75;Male;extendedFamily;Higher;2;v-far;>10 years;4;2;2;3;4
8;0;sport;regular;none;neither;68;Male;friend;None;1;v-close;<2 years;2;2;2;2;6
-31;0;sport;occasional;other;neither;29;Male;neighbour;None;-1;v-close;<2 years;3;3;1;2;3
8;0;casual;occasional;you;receiving;68;Male;friend;None;1;v-close;<2 years;2;2;2;2;5
-31;0;casual;occasional;none;neither;29;Male;neighbour;None;-1;v-close;<2 years;3;3;1;2;5
-4;1;work;occasional;other;giving;35;Female;coWorker;Lower;0;v-close;<2 years;1;2;2;3;2
26;0;work;occasional;you;receiving;65;Male;supervisor;Higher;1;v-close;2-5 years;3;4;2;4;2
26;0;work;regular;none;neither;65;Male;supervisor;Higher;1;v-close;2-5 years;3;4;2;4;4
-3;1;family;regular;none;neither;36;Female;sibling;None;1;v-close;>10 years;5;2;2;1;4
-4;1;sport;regular;none;neither;35;Female;coWorker;Lower;0;v-close;<2 years;1;2;2;3;5
0;1;casual;regular;none;neither;39;Female;friend;None;-1;v-close;2-5 years;3;1;2;2;4
-4;1;casual;occasional;you;receiving;35;Female;coWorker;Lower;0;v-close;<2 years;1;2;2;3;3
0;1;casual;occasional;other;giving;39;Female;friend;None;-1;v-close;2-5 years;3;1;2;2;4
12;0;work;occasional;you;receiving;48;Male;supervisor;Higher;0;v-close;5-10 years;2;1;2;5;1
12;0;work;regular;none;neither;48;Male;supervisor;Higher;0;v-close;5-10 years;2;1;2;5;6
0;0;family;regular;none;neither;36;Male;partner;Higher;2;v-close;>10 years;5;5;4;1;6
0;0;family;occasional;you;neither;36;Male;partner;Higher;2;v-close;>10 years;5;5;4;1;3
0;1;sport;regular;none;neither;36;Female;extendedFamily;None;-1;v-close;>10 years;2;2;3;3;5
-17;0;casual;regular;none;neither;19;Male;other;None;0;v-far;<2 years;1;;;;3
12;0;casual;occasional;other;giving;48;Male;supervisor;Higher;0;v-close;5-10 years;2;1;2;5;2
12;0;casual;occasional;none;neither;48;Male;supervisor;Higher;0;v-close;5-10 years;2;1;2;5;2
15;1;work;occasional;you;receiving;65;Male;supervisor;Higher;1;v-close;>10 years;4;3;2;4;1
-1;0;family;regular;none;neither;49;Female;partner;None;2;v-close;>10 years;5;5;4;1;6
-1;0;family;occasional;you;neither;49;Female;partner;None;2;v-close;>10 years;5;5;4;1;4
-1;0;family;occasional;other;neither;49;Female;partner;None;2;v-close;>10 years;5;5;4;1;6
-16;0;sport;occasional;other;neither;34;Female;coWorker;Lower;0;v-close;<2 years;2;3;2;4;4
-1;1;casual;regular;none;neither;49;Male;groupMember;None;-1;close;>10 years;3;2;3;1;4
-16;0;casual;occasional;you;receiving;34;Female;coWorker;Lower;0;v-close;<2 years;2;3;2;4;3
-1;1;casual;occasional;other;giving;49;Male;groupMember;None;-1;close;>10 years;3;2;3;1;4
3;1;work;occasional;other;giving;64;Male;friend;None;1;v-far;>10 years;4;2;4;1;3
13;1;work;occasional;you;receiving;74;Male;supervisor;Higher;1;close;>10 years;4;3;3;2;1
11;1;work;regular;none;neither;72;Male;coWorker;None;-1;v-close;5-10 years;2;1;2;4;6
1;0;family;regular;none;neither;62;Female;partner;None;2;v-close;>10 years;5;5;2;3;6
13;1;sport;occasional;other;neither;74;Male;supervisor;Higher;1;close;>10 years;4;3;3;2;6
12;0;casual;regular;none;neither;73;Female;neighbour;None;1;v-close;5-10 years;2;2;1;3;4
13;1;casual;occasional;you;receiving;74;Male;supervisor;Higher;1;close;>10 years;4;3;3;2;3
13;1;casual;occasional;none;neither;74;Male;supervisor;Higher;1;close;>10 years;4;3;3;2;6
21;1;work;occasional;other;giving;45;Male;friend;None;2;v-close;>10 years;4;3;4;3;4
6;1;work;occasional;you;receiving;30;Male;supervisor;Higher;0;close;<2 years;2;2;2;3;5
6;1;work;regular;none;neither;30;Male;supervisor;Higher;0;close;<2 years;2;2;2;3;6
26;1;family;occasional;you;neither;50;Male;parent;None;1;v-close;>10 years;5;3;3;2;6
21;1;casual;regular;none;neither;45;Male;friend;None;2;v-close;>10 years;4;3;4;3;6
